"응답자특성별(1)",응답자특성별(2),2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"응답자특성별(1)",응답자특성별(2), 0 (전혀 만족하지 않는다) (%),1 (%),2 (%),3 (%),4 (%),5 (보통) (%),6 (%),7 (%),8 (%),9 (%),10 (매우만족한다) (%),10점평균 (점)
"전체",소계,0.9,1.0,2.2,3.6,4.3,30.9,12.3,17.5,15.5,6.4,5.3,6.19
"권역별",북부권,1.0,1.1,2.3,3.8,4.1,30.0,12.4,18.0,15.9,6.5,4.9,6.18
"권역별",서해안권,1.0,0.9,2.1,2.9,4.9,32.0,12.8,17.7,14.4,5.7,5.6,6.16
"권역별",내륙권,0.7,0.9,2.0,3.4,4.4,32.3,11.1,18.3,15.9,5.7,5.2,6.20
"권역별",금강권,0.6,0.7,2.0,3.7,4.6,33.0,12.8,13.9,13.9,7.5,7.4,6.25
"시군별",천안시,1.3,1.1,2.9,4.4,4.7,25.6,12.0,20.2,17.0,7.4,3.5,6.17
"시군별",공주시,0.1,1.4,2.8,4.7,5.4,36.5,11.8,16.2,12.0,3.8,5.4,5.93
"시군별",보령시,1.1,1.1,2.3,3.5,6.1,33.8,12.7,14.0,12.2,7.0,6.1,6.06
"시군별",아산시,0.7,1.1,1.1,3.3,2.8,40.6,8.8,14.1,14.2,4.9,8.5,6.21
"시군별",서산시,0.3,1.0,2.1,1.9,5.3,28.1,23.3,19.0,11.2,4.5,3.3,6.08
"시군별",논산시,0.7,0.9,2.0,4.1,3.9,34.5,11.4,13.6,15.2,8.1,5.7,6.20
"시군별",계룡시,0.8,0.1,1.0,2.7,3.0,28.8,10.3,17.2,18.7,9.0,8.3,6.63
"시군별",당진시,1.2,1.2,2.4,4.5,3.2,29.6,9.1,15.4,19.6,8.0,5.9,6.30
"시군별",금산군,0.9,0.6,2.3,4.4,6.6,28.3,15.6,15.5,13.4,7.1,5.3,6.13
"시군별",부여군,0.2,0.5,1.9,2.3,4.2,33.8,13.0,13.2,11.9,6.6,12.1,6.44
"시군별",서천군,0.2,0.1,0.6,1.7,6.1,14.0,18.1,27.2,20.9,5.7,5.3,6.72
"시군별",청양군,0.0,1.7,4.4,7.1,8.2,13.3,14.7,21.6,21.2,7.2,0.5,6.10
"시군별",홍성군,1.4,0.4,1.5,1.8,2.3,32.2,10.4,21.1,17.1,6.7,5.1,6.37
"시군별",예산군,1.0,0.8,1.1,2.6,5.0,35.9,10.1,17.1,16.1,4.9,5.5,6.18
"시군별",태안군,1.5,1.4,3.0,3.1,1.9,44.4,8.5,15.4,12.5,3.6,4.9,5.85
"성별",남성,1.0,0.9,2.0,3.7,4.1,30.8,12.3,17.3,16.2,6.1,5.7,6.22
"성별",여성,0.8,1.1,2.4,3.6,4.6,31.1,12.3,17.8,14.8,6.7,5.0,6.17
"연령별",15~19세,0.6,0.9,1.6,2.9,5.3,26.9,12.6,16.2,15.5,7.2,10.2,6.49
"연령별",20대,1.0,0.7,1.7,3.1,3.9,28.6,11.3,19.2,16.7,7.8,6.1,6.39
"연령별",30대,1.4,0.6,1.8,3.2,3.2,27.1,12.6,19.7,17.7,6.9,5.9,6.38
"연령별",40대,0.8,0.7,1.7,3.5,4.0,30.3,11.5,19.2,16.8,6.5,4.9,6.28
"연령별",50대,1.1,1.5,2.7,3.8,4.3,31.4,13.2,16.6,15.3,5.4,4.8,6.06
"연령별",60세 이상,0.7,1.2,2.8,4.2,5.0,34.7,12.3,15.6,13.2,5.9,4.4,5.99
"학력별",초졸 이하,0.7,1.4,3.3,5.1,5.9,35.4,12.5,14.6,12.2,4.7,4.1,5.82
"학력별",중졸 이하,0.9,1.2,2.5,3.6,5.7,36.2,12.3,15.7,12.3,4.9,4.8,5.95
"학력별",고졸 이하,1.3,1.2,2.2,4.0,4.5,33.5,12.8,16.5,14.0,5.2,4.8,6.03
"학력별",대학 이상,0.6,0.6,1.7,2.6,3.1,25.0,11.6,20.4,19.2,8.6,6.6,6.59
"학력별",무응답,0.0,4.7,2.3,0.0,2.2,52.9,19.2,3.1,7.9,2.8,5.0,5.58
"직업별",전문/관리,0.2,0.3,1.5,2.9,2.2,22.7,11.3,20.1,22.1,9.2,7.5,6.77
"직업별",사무,0.5,0.2,1.3,2.3,2.1,26.8,12.2,20.5,19.9,7.9,6.3,6.62
"직업별",서비스/판매,1.5,0.9,1.7,3.1,4.4,28.4,13.9,18.8,16.4,6.0,4.8,6.21
"직업별",농어업,0.4,0.8,1.7,2.9,3.5,32.0,13.0,17.8,16.0,6.8,5.0,6.30
"직업별",기능/노무 등,1.0,1.0,2.0,3.4,4.2,32.7,13.2,18.7,14.5,5.2,4.2,6.10
"직업별",직업 없음,1.0,1.4,2.9,4.5,5.4,33.1,11.5,15.3,13.4,6.1,5.5,6.00
"직업별",무응답,9.4,4.3,4.3,7.2,0.0,18.5,5.8,32.4,2.4,6.2,9.4,5.58
"종사상 지위별",임금근로자,0.8,0.6,1.6,2.9,3.5,29.2,12.8,19.1,17.2,6.7,5.5,6.36
"종사상 지위별",비임금근로자,0.9,0.9,2.0,3.2,3.6,29.8,12.8,19.0,16.6,6.4,4.7,6.26
"종사상 지위별",미취업자,1.0,1.4,2.9,4.5,5.4,33.1,11.5,15.3,13.4,6.1,5.5,6.00
"종사상 지위별",무응답,10.2,0.0,0.0,1.4,4.4,41.3,17.3,8.1,7.1,0.0,10.2,5.48
"가구원 유형별",가구주,1.0,1.1,2.6,4.1,4.2,31.3,12.0,17.2,15.3,6.3,4.9,6.12
"가구원 유형별",가구원,0.7,0.9,1.8,3.0,4.4,30.4,12.7,17.9,15.7,6.5,5.9,6.28
"가구원수별",1인 가구,1.2,1.7,3.4,5.3,4.2,33.1,11.5,15.7,14.0,6.1,3.7,5.90
"가구원수별",2인 이상 가구,0.8,0.8,1.9,3.2,4.3,30.4,12.5,18.0,15.8,6.4,5.7,6.26
"가구소득별",100만원 미만,1.4,1.8,4.3,6.3,6.2,36.6,10.5,13.4,10.4,5.1,4.0,5.63
"가구소득별",100~200만원 미만,1.4,1.6,3.2,4.2,4.9,36.1,13.4,14.7,10.8,4.8,4.9,5.83
"가구소득별",200~300만원 미만,0.6,0.9,2.4,4.3,5.2,32.6,12.6,17.1,15.2,4.7,4.4,6.05
"가구소득별",300~400만원 미만,1.1,0.5,1.2,2.9,3.7,29.3,13.2,20.0,17.1,6.3,4.6,6.32
"가구소득별",400~500만원 미만,0.8,1.0,1.6,2.5,3.5,28.7,13.1,18.8,18.1,6.6,5.4,6.37
"가구소득별",500만원 이상,0.2,0.5,0.9,1.8,2.6,24.0,11.4,20.6,20.2,9.8,8.0,6.80
"가구소득별",무응답,0.0,0.0,0.0,3.7,2.3,27.6,14.5,15.5,24.7,0.0,11.8,6.69
"충남 거주 기간별",5년 미만,1.5,0.5,2.2,3.9,3.4,27.9,9.9,18.2,17.8,8.9,5.9,6.38
"충남 거주 기간별",5~10년 미만,0.6,0.9,1.3,2.7,4.2,29.1,11.4,18.8,17.5,7.2,6.3,6.41
"충남 거주 기간별",10~15년 미만,0.7,0.9,2.1,3.7,4.6,31.3,12.0,16.3,15.7,5.8,6.8,6.23
"충남 거주 기간별",15~20년 미만,1.5,1.3,2.3,3.5,4.7,27.5,12.6,17.5,14.9,6.8,7.6,6.26
"충남 거주 기간별",20년 이상,0.8,1.1,2.3,3.7,4.4,32.1,12.7,17.4,15.0,5.9,4.6,6.12
"주거점유형태별",자기집,0.7,0.9,1.9,3.2,4.4,30.7,12.6,18.3,15.6,6.1,5.5,6.24
"주거점유형태별",전세,0.7,0.6,1.7,3.6,3.1,32.0,11.7,17.6,15.4,8.5,5.0,6.31
"주거점유형태별",월세/기타,1.9,1.7,3.7,5.4,4.4,31.5,11.0,14.1,15.3,6.4,4.7,5.91
"주택형태별",단독주택,1.0,1.3,2.3,4.0,4.4,31.4,12.4,17.3,14.6,6.4,5.0,6.12
"주택형태별",아파트,0.8,0.8,2.1,3.4,4.2,29.9,12.2,17.9,16.6,6.6,5.6,6.28
