"응답자 특성별(1)",응답자 특성별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"응답자 특성별(1)",응답자 특성별(2), 0 (전혀 만족하지 않는다) (%),1 (%),2 (%),3 (%),4 (%),5 (보통) (%),6 (%),7 (%),8 (%),9 (%),10 (매우만족한다) (%),10점평균 (점)
"전체",소계,0.5,0.8,1.6,2.6,3.7,28.6,12.6,18.1,17.2,8.4,5.9,6.44
"권역별",북부권,0.5,0.9,1.6,2.8,3.7,26.4,12.7,18.8,17.9,8.9,5.7,6.48
"권역별",서해안권,0.3,0.7,0.9,1.7,4.2,29.4,14.4,20.3,15.7,6.8,5.8,6.43
"권역별",내륙권,0.4,0.7,1.4,2.3,3.6,34.0,11.1,15.0,17.1,8.1,6.2,6.39
"권역별",금강권,0.7,0.9,2.0,3.0,3.3,32.1,12.2,16.9,15.1,7.6,6.2,6.31
"시군별",천안시,0.5,1.0,1.9,3.1,4.6,25.9,12.4,19.2,18.1,7.8,5.6,6.41
"시군별",공주시,0.5,1.0,1.7,2.7,4.1,39.2,14.0,14.9,12.6,5.8,3.6,6.01
"시군별",보령시,0.6,0.9,1.2,1.3,5.1,27.7,16.2,21.3,16.7,4.8,4.1,6.31
"시군별",아산시,0.3,0.8,1.2,2.3,2.2,24.2,11.2,18.9,18.7,12.9,7.3,6.78
"시군별",서산시,0.2,0.5,1.4,2.3,3.8,25.8,18.9,19.7,16.6,6.3,4.4,6.40
"시군별",논산시,0.6,0.9,2.5,3.2,3.8,34.1,14.0,15.5,12.9,7.1,5.5,6.15
"시군별",계룡시,0.3,0.3,1.0,1.2,2.3,26.1,6.8,15.5,24.5,14.2,7.8,6.97
"시군별",당진시,1.0,1.0,1.8,3.3,3.2,33.2,10.7,16.4,17.0,7.9,4.5,6.25
"시군별",금산군,0.8,1.0,1.6,2.2,2.2,26.6,10.6,19.8,18.4,8.5,8.3,6.61
"시군별",부여군,0.7,0.9,1.4,3.4,3.2,33.0,10.4,17.1,16.2,7.8,5.9,6.33
"시군별",서천군,0.0,0.2,0.4,2.1,3.5,19.9,12.4,26.6,19.6,7.9,7.3,6.83
"시군별",청양군,0.1,0.2,1.4,2.7,6.9,21.3,13.8,18.4,24.1,9.6,1.2,6.50
"시군별",홍성군,0.6,0.5,1.1,1.9,2.5,35.9,8.5,14.7,18.8,7.6,7.9,6.49
"시군별",예산군,0.3,0.8,1.5,2.7,3.6,34.2,11.8,14.1,14.5,7.9,8.7,6.40
"시군별",태안군,0.1,0.9,0.9,1.9,3.4,39.6,13.1,13.5,10.9,8.9,7.0,6.30
"성별",남자,0.6,0.9,1.4,2.4,3.6,29.2,12.3,18.0,17.3,8.3,6.0,6.44
"성별",여자,0.3,0.8,1.7,2.9,3.8,28.0,12.9,18.2,17.1,8.5,5.7,6.44
"연령별",15~19세,0.0,0.7,0.6,1.6,6.0,27.5,10.6,21.7,17.6,8.3,5.3,6.53
"연령별",20대,0.6,0.2,1.2,1.8,2.9,25.0,10.6,17.9,21.9,9.3,8.5,6.78
"연령별",30대,0.2,1.1,1.0,2.2,3.8,23.4,12.3,18.3,19.8,10.0,7.9,6.71
"연령별",40대,0.3,0.8,1.2,2.5,2.6,24.5,13.3,20.6,20.0,8.3,5.8,6.61
"연령별",50대,0.6,0.6,1.5,2.5,3.6,29.9,12.5,18.6,15.9,8.8,5.5,6.42
"연령별",60세이상,0.6,1.2,2.2,3.5,4.2,33.8,13.4,16.0,13.7,7.2,4.3,6.11
"학력별",초졸이하,0.4,1.3,2.8,4.6,5.3,36.1,13.8,13.9,12.2,5.7,3.7,5.90
"학력별",중졸이하,0.8,1.3,2.2,3.2,3.5,33.8,14.4,15.5,13.6,7.2,4.4,6.11
"학력별",고졸이하,0.5,0.9,1.4,2.5,4.6,31.9,12.9,17.8,15.6,7.1,4.9,6.28
"학력별",대학이상,0.3,0.5,1.0,1.8,2.4,21.9,11.5,20.6,21.3,10.8,7.8,6.86
"학력별",무응답,5.5,0.0,4.4,5.3,0.0,43.5,4.4,12.1,11.2,0.0,13.5,5.79
"직업별",전문/관리,0.2,0.6,0.5,1.8,1.6,19.2,11.8,21.1,20.5,13.1,9.6,7.06
"직업별",사무,0.2,0.3,1.5,1.7,3.1,21.2,9.6,22.0,23.8,10.2,6.4,6.85
"직업별",서비스/판매,0.5,0.7,1.9,1.9,3.1,27.5,13.3,18.7,18.1,8.4,5.8,6.50
"직업별",농어업,0.3,0.7,1.1,2.2,3.1,32.8,14.1,18.4,16.6,6.8,3.8,6.32
"직업별",기능/노무 등,0.5,0.7,1.2,2.2,3.4,32.4,13.9,17.4,15.5,7.1,5.6,6.35
"직업별",직업없음,0.6,1.2,2.0,3.6,4.8,30.0,12.2,16.7,15.8,7.8,5.3,6.25
"직업별",무응답,0.0,4.3,10.7,9.3,2.7,30.5,18.9,7.2,2.6,9.6,4.3,5.31
"충남거주기간별",5년 미만,0.7,0.8,0.8,1.6,3.6,24.9,11.9,16.0,20.8,11.3,7.6,6.74
"충남거주기간별",5~10년 미만,0.6,0.6,1.1,2.2,3.6,25.4,12.3,19.4,19.1,9.1,6.4,6.60
"충남거주기간별",10~15년 미만,0.1,0.8,2.0,3.0,3.6,27.9,11.8,16.6,17.9,10.4,5.8,6.50
"충남거주기간별",15~20년 미만,0.3,0.6,1.0,1.8,4.6,26.0,11.9,21.6,17.9,8.8,5.5,6.56
"충남거주기간별",20년 이상,0.5,0.9,1.7,2.9,3.6,30.2,12.9,18.0,16.2,7.4,5.5,6.34
"가구 소득별",100만원 미만,1.0,2.2,3.1,5.1,5.9,35.1,11.9,14.2,11.7,5.3,4.5,5.80
"가구 소득별",100~200만원 미만,1.2,1.2,2.2,2.9,4.6,36.0,13.3,15.0,13.4,6.3,4.0,6.01
"가구 소득별",200~300만원 미만,0.2,0.9,1.7,3.1,4.0,29.7,13.6,18.1,16.4,7.6,4.7,6.33
"가구 소득별",300~400만원 미만,0.2,0.5,1.1,2.6,3.7,28.5,13.2,18.0,19.1,8.3,4.9,6.48
"가구 소득별",400~500만원 미만,0.2,0.5,1.2,2.1,2.3,26.7,11.7,20.1,18.6,9.5,7.1,6.68
"가구 소득별",500만원 이상,0.3,0.3,0.7,1.2,2.7,22.2,12.2,20.9,20.7,10.9,7.9,6.90
"가구 소득별",무응답,0.0,0.0,3.9,3.0,2.7,49.9,10.8,6.0,1.9,7.3,14.5,6.10
"주거 점유 형태별",자기집,0.4,0.8,1.3,2.4,3.6,28.9,12.7,18.6,17.2,8.2,6.0,6.47
"주거 점유 형태별",전세,0.5,0.5,1.6,3.3,2.9,25.2,12.9,15.1,19.3,9.8,8.9,6.67
"주거 점유 형태별",월세/기타,0.8,1.3,2.5,3.1,4.6,29.2,11.9,17.7,16.4,8.5,3.9,6.23
"가구원 수별",1인가구,0.7,1.3,2.6,3.6,4.7,30.4,12.7,15.8,15.5,7.5,5.1,6.18
"가구원 수별",2인 이상가구,0.4,0.7,1.2,2.3,3.4,28.0,12.5,18.9,17.8,8.7,6.1,6.53
"종사상 지위별",임금 근로자,0.4,0.6,1.3,2.1,3.0,26.6,12.5,19.1,18.4,9.2,6.7,6.61
"종사상 지위별",비임금 근로자,0.3,0.6,1.2,1.8,2.8,30.3,13.8,19.0,17.5,7.8,4.9,6.46
"종사상 지위별",미취업자,0.6,1.2,2.0,3.6,4.8,30.0,12.2,16.7,15.8,7.8,5.3,6.25
"종사상 지위별",무응답,0.0,12.4,0.0,0.0,11.7,41.3,0.0,0.0,20.1,0.0,14.5,5.72
"가구원 유형별",가구주,0.5,1.0,1.9,2.9,3.8,29.2,12.4,17.2,16.8,8.4,5.9,6.39
"가구원 유형별",가구원,0.4,0.7,1.1,2.3,3.6,27.7,12.8,19.5,17.8,8.4,5.8,6.52
"주택 형태별",단독주택,0.5,1.0,1.7,2.7,3.8,32.5,12.9,17.7,15.4,7.2,4.5,6.25
"주택 형태별",아파트,0.4,0.7,1.2,2.4,3.5,25.1,12.8,19.1,18.6,9.3,6.9,6.61
"주택 형태별",연립/다세대주택,0.5,1.0,2.8,3.9,4.4,33.8,10.4,14.4,15.1,8.2,5.4,6.18
"주택 형태별",기타,1.1,0.7,1.1,1.6,3.5,26.2,9.4,16.1,24.7,9.3,6.4,6.67
"읍면동 구분별",동부,0.5,0.9,1.5,2.5,3.6,27.4,13.4,18.2,17.7,8.1,6.2,6.47
"읍면동 구분별",읍부,0.4,0.8,1.6,2.7,3.9,29.3,10.9,18.2,17.5,8.4,6.4,6.47
"읍면동 구분별",면부,0.5,0.8,1.6,2.8,3.7,29.9,12.8,17.9,16.2,8.8,4.9,6.37
"주거지 형태별",도시,0.5,0.8,1.6,2.4,3.6,27.1,12.4,18.5,18.1,8.6,6.3,6.51
"주거지 형태별",농촌,0.5,0.9,1.4,3.1,3.9,31.8,13.0,17.2,15.5,7.9,4.9,6.30
"주거지 형태별",어촌,0.0,1.1,1.8,3.5,3.4,30.8,8.6,22.0,16.2,7.0,5.7,6.37
