"응답자특성별(1)",응답자특성별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"응답자특성별(1)",응답자특성별(2), 0 (전혀 만족하지 않는다) (%),1 (%),2 (%),3 (%),4 (%),5 (보통) (%),6 (%),7 (%),8 (%),9 (%),10 (매우만족한다) (%),10점평균 (점)
"전체",소계,0.8,0.9,1.9,3.9,4.8,32.7,13.1,16.3,14.1,6.6,4.9,6.13
"권역별",북부권,0.7,0.8,1.7,3.9,4.9,31.4,13.7,17.2,14.8,6.7,4.2,6.16
"권역별",서해안권,0.4,1.0,2.3,2.9,4.7,33.8,13.2,17.0,12.8,4.9,6.8,6.16
"권역별",내륙권,1.1,1.0,2.1,4.4,4.0,33.3,12.1,15.3,13.9,7.4,5.4,6.12
"권역별",금강권,0.9,1.4,2.0,4.2,5.4,37.9,11.7,12.5,11.7,6.2,6.2,5.98
"시군별",천안시,0.6,0.8,2.1,3.9,4.9,29.4,13.3,17.9,16.2,7.4,3.5,6.20
"시군별",공주시,1.2,1.0,2.6,4.8,4.5,39.8,11.6,12.7,10.8,6.1,4.9,5.87
"시군별",보령시,0.4,0.4,1.1,2.1,4.0,37.1,17.1,17.3,12.1,4.4,3.9,6.10
"시군별",아산시,0.5,0.6,0.9,3.7,4.0,34.3,12.0,18.6,14.6,5.8,5.0,6.22
"시군별",서산시,1.1,1.2,1.5,4.4,4.6,31.4,15.5,15.9,13.6,7.1,3.7,6.07
"시군별",논산시,0.7,1.4,1.6,5.4,6.6,41.9,8.4,10.7,11.7,5.2,6.4,5.86
"시군별",계룡시,0.6,0.7,1.7,3.4,4.0,30.9,13.6,18.1,12.8,7.5,6.6,6.30
"시군별",당진시,1.0,1.0,1.4,3.8,7.1,33.6,16.3,13.5,10.9,5.6,5.7,5.98
"시군별",금산군,0.8,1.8,2.7,3.9,5.3,30.9,13.1,15.3,11.6,7.9,6.8,6.12
"시군별",부여군,1.2,1.2,2.0,2.3,3.5,36.5,16.2,13.4,11.9,6.4,5.6,6.07
"시군별",서천군,0.5,0.6,2.6,3.7,5.3,25.8,10.7,18.0,15.7,7.3,9.6,6.46
"시군별",청양군,0.3,1.7,3.5,9.0,7.5,22.7,15.6,17.2,15.0,6.2,1.2,5.81
"시군별",홍성군,0.8,1.0,1.4,3.6,2.6,28.1,9.4,17.8,16.6,11.5,7.0,6.54
"시군별",예산군,2.0,0.8,1.8,3.6,3.6,36.4,13.8,13.9,14.6,4.4,5.2,6.00
"시군별",태안군,0.4,2.2,3.9,3.6,5.2,35.5,9.4,15.6,11.4,3.8,9.0,6.00
"성별",남성,0.9,1.0,1.7,4.1,4.5,33.1,12.7,16.5,13.9,6.2,5.5,6.13
"성별",여성,0.7,0.9,2.0,3.8,5.1,32.4,13.6,16.1,14.2,7.0,4.4,6.13
"연령별",15~19세,0.7,0.4,0.7,2.6,5.7,32.4,10.6,16.7,15.6,8.3,6.4,6.38
"연령별",20대,0.9,0.4,1.5,2.1,3.7,27.8,13.8,18.1,17.0,8.5,6.3,6.48
"연령별",30대,0.9,0.9,1.6,2.8,3.2,28.5,12.7,18.8,18.0,8.0,4.6,6.37
"연령별",40대,0.6,0.6,1.7,3.4,4.2,32.8,13.2,18.7,13.8,6.1,4.8,6.19
"연령별",50대,0.8,0.7,1.8,4.1,4.3,34.4,14.1,14.9,14.3,6.2,4.5,6.10
"연령별",60세 이상,0.7,1.7,2.6,5.8,6.6,36.4,12.9,13.4,10.3,5.1,4.5,5.77
"학력별",초졸 이하,0.7,1.7,3.3,6.6,8.0,37.2,13.3,12.3,9.0,4.4,3.5,5.59
"학력별",중졸 이하,0.8,1.0,1.9,5.1,5.6,40.0,12.4,13.0,10.7,5.4,4.1,5.83
"학력별",고졸 이하,0.9,0.9,1.8,3.7,4.6,35.3,13.6,16.0,13.1,5.5,4.6,6.04
"학력별",대학 이상,0.6,0.5,1.1,2.5,3.2,26.3,12.8,19.4,18.4,9.0,6.1,6.56
"학력별",무응답,0.3,4.9,4.5,9.9,10.5,42.2,8.2,9.6,6.4,2.1,1.4,4.97
"직업별",전문/관리,0.3,0.2,1.0,2.4,2.7,23.5,11.7,20.6,21.9,9.1,6.4,6.74
"직업별",사무,0.5,0.1,1.0,1.7,3.3,25.4,12.4,22.1,19.5,9.3,4.6,6.63
"직업별",서비스/판매,0.8,0.7,1.4,3.7,5.0,34.2,14.4,15.5,13.1,5.9,5.2,6.11
"직업별",농어업,0.5,1.0,1.4,3.0,4.0,35.3,14.1,15.4,13.5,7.0,4.7,6.16
"직업별",기능/노무 등,0.8,0.8,1.8,4.1,4.9,35.6,14.6,16.4,12.5,4.8,3.8,5.97
"직업별",직업 없음,1.0,1.4,2.5,4.9,5.7,33.7,12.1,14.5,12.4,6.6,5.2,5.97
"직업별",무응답,0.0,0.0,0.0,7.2,8.2,37.2,13.6,10.4,7.3,3.1,13.1,6.11
"종사상 지위별",임금근로자,0.7,0.6,1.4,2.9,4.1,30.8,13.8,18.5,15.8,6.7,4.6,6.28
"종사상 지위별",비임금근로자,0.6,0.7,1.4,3.9,4.4,34.4,13.7,15.5,14.0,6.4,5.0,6.15
"종사상 지위별",미취업자,1.0,1.4,2.5,4.9,5.7,33.7,12.1,14.5,12.4,6.6,5.2,5.97
"종사상 지위별",무응답,0.0,0.0,0.0,0.0,0.0,61.5,19.7,10.6,0.0,0.0,8.2,5.82
"가구원 유형별",가구주,0.9,1.1,2.1,4.8,4.8,32.9,12.9,15.9,13.7,6.1,4.8,6.05
