"응답자 특성별(1)",응답자 특성별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"응답자 특성별(1)",응답자 특성별(2),(개인차원) 신체적 건강,(개인차원) 신체적 건강,(개인차원) 신체적 건강,(개인차원) 신체적 건강,(개인차원) 신체적 건강,(개인차원) 신체적 건강,(개인차원) 정신적 건강,(개인차원) 정신적 건강,(개인차원) 정신적 건강,(개인차원) 정신적 건강,(개인차원) 정신적 건강,(개인차원) 정신적 건강,(개인차원) 일과 여가의 균형,(개인차원) 일과 여가의 균형,(개인차원) 일과 여가의 균형,(개인차원) 일과 여가의 균형,(개인차원) 일과 여가의 균형,(개인차원) 일과 여가의 균형,정책결정에 대한 천안시민의 참여 기회,정책결정에 대한 천안시민의 참여 기회,정책결정에 대한 천안시민의 참여 기회,정책결정에 대한 천안시민의 참여 기회,정책결정에 대한 천안시민의 참여 기회,정책결정에 대한 천안시민의 참여 기회,시민의견의 천안시정 반영도,시민의견의 천안시정 반영도,시민의견의 천안시정 반영도,시민의견의 천안시정 반영도,시민의견의 천안시정 반영도,시민의견의 천안시정 반영도
"응답자 특성별(1)",응답자 특성별(2),매우 불만족 (%),약간 불만족 (%),보통 (%),약간 만족 (%),매우 만족 (%),5점 평균 (점),매우 불만족 (%),약간 불만족 (%),보통 (%),약간 만족 (%),매우 만족 (%),5점 평균 (점),매우 불만족 (%),약간 불만족 (%),보통 (%),약간 만족 (%),매우 만족 (%),5점 평균 (점),매우 불만족 (%),약간 불만족 (%),보통 (%),약간 만족 (%),매우 만족 (%),5점 평균 (점),매우 불만족 (%),약간 불만족 (%),보통 (%),약간 만족 (%),매우 만족 (%),5점 평균 (점)
"전체",소계,1.9,8.8,43.9,37.6,7.8,3.40,1.9,7.8,44.3,38.2,7.8,3.42,2.4,13.9,50.8,27.4,5.4,3.19,5.0,18.1,61.6,13.1,2.2,2.89,6.3,16.9,61.5,13.3,2.0,2.88
"권역별",북부권,1.9,8.8,43.9,37.6,7.8,3.40,1.9,7.8,44.3,38.2,7.8,3.42,2.4,13.9,50.8,27.4,5.4,3.19,5.0,18.1,61.6,13.1,2.2,2.89,6.3,16.9,61.5,13.3,2.0,2.88
"시군별",천안시,1.9,8.8,43.9,37.6,7.8,3.40,1.9,7.8,44.3,38.2,7.8,3.42,2.4,13.9,50.8,27.4,5.4,3.19,5.0,18.1,61.6,13.1,2.2,2.89,6.3,16.9,61.5,13.3,2.0,2.88
"성별",남자,2.2,8.5,43.8,37.1,8.4,3.41,2.2,7.5,44.7,37.2,8.3,3.42,3.2,12.8,51.0,26.7,6.4,3.20,6.6,18.4,60.1,12.7,2.3,2.86,7.5,16.8,60.3,13.4,2.0,2.85
"성별",여자,1.6,9.2,44.0,38.1,7.1,3.40,1.6,8.0,43.8,39.2,7.4,3.43,1.6,15.1,50.7,28.2,4.4,3.19,3.3,17.8,63.2,13.6,2.1,2.93,4.9,17.1,62.8,13.2,2.0,2.90
"연령별",15~19세,1.2,2.6,38.7,47.0,10.5,3.63,1.2,4.0,42.3,42.0,10.5,3.57,0.0,13.1,51.3,26.5,9.1,3.31,1.2,9.5,62.8,21.0,5.5,3.20,1.2,10.9,58.8,23.6,5.5,3.21
"연령별",20대,1.2,3.7,37.3,44.4,13.4,3.65,2.1,4.3,37.9,42.5,13.1,3.60,2.4,6.3,51.3,33.5,6.5,3.35,4.0,9.3,64.6,19.0,3.0,3.08,4.8,11.0,62.2,19.0,3.0,3.04
"연령별",30대,1.9,6.8,45.2,36.8,9.3,3.45,2.4,5.3,43.9,40.5,7.9,3.46,2.4,13.9,48.1,28.2,7.4,3.24,5.1,18.2,62.2,12.0,2.4,2.88,6.1,16.5,63.3,12.0,2.1,2.88
"연령별",40대,1.4,8.0,43.8,40.9,6.0,3.42,1.6,7.1,44.7,40.0,6.6,3.43,1.8,17.2,49.5,27.6,3.9,3.15,7.8,19.8,61.3,9.8,1.3,2.77,9.6,18.0,60.0,11.2,1.1,2.76
"연령별",50대,0.5,8.3,48.9,37.0,5.3,3.38,0.5,7.7,48.4,38.0,5.3,3.40,1.7,14.3,53.4,26.8,3.8,3.17,3.3,21.4,61.6,12.2,1.6,2.87,5.0,18.3,63.6,11.7,1.4,2.86
"연령별",60세이상,4.3,16.8,44.9,28.5,5.4,3.14,3.1,13.7,45.9,30.8,6.5,3.24,4.2,16.4,51.5,23.1,4.8,3.08,5.5,22.4,58.9,11.3,1.9,2.82,6.8,21.0,60.0,10.7,1.6,2.79
"학력별",초졸이하,6.6,21.5,44.0,22.2,5.6,2.99,4.7,17.5,45.6,26.9,5.4,3.11,5.3,21.7,50.0,18.2,4.8,2.95,6.4,24.9,56.3,10.7,1.8,2.77,6.9,25.4,56.4,9.3,2.0,2.74
"학력별",중졸이하,3.5,19.9,45.5,28.0,3.2,3.07,3.1,13.4,51.0,28.3,4.2,3.17,4.9,18.9,53.6,20.1,2.5,2.96,8.4,19.7,59.9,10.8,1.2,2.77,9.0,18.9,60.6,10.3,1.2,2.76
"학력별",고졸이하,1.8,8.3,47.9,35.5,6.5,3.37,1.5,8.7,48.4,34.2,7.1,3.37,2.3,15.7,53.2,23.8,5.0,3.13,3.3,18.5,63.9,11.5,2.7,2.92,4.5,17.8,62.6,12.4,2.6,2.91
"학력별",대학이상,1.1,5.9,40.8,42.6,9.6,3.54,1.6,4.9,40.3,44.0,9.2,3.54,1.8,10.7,48.9,32.4,6.2,3.31,5.6,16.6,61.0,14.9,2.0,2.91,7.1,14.7,61.6,14.9,1.7,2.89
"학력별",무응답,0.0,0.0,0.0,0.0,100.0,5.00,0.0,0.0,0.0,100.0,0.0,4.00,0.0,100.0,0.0,0.0,0.0,2.00,0.0,100.0,0.0,0.0,0.0,2.00,0.0,0.0,100.0,0.0,0.0,3.00
"직업별",전문/관리,0.0,7.0,39.1,43.9,10.0,3.57,1.6,5.2,35.1,49.0,9.1,3.59,1.7,8.7,46.8,35.7,7.0,3.38,7.9,13.1,62.4,15.2,1.4,2.89,9.2,12.6,63.5,13.6,1.0,2.85
"직업별",사무,0.4,6.5,40.8,41.9,10.4,3.55,0.8,6.2,39.5,46.0,7.6,3.53,1.3,11.7,46.7,35.5,4.8,3.31,4.7,19.1,58.9,14.9,2.4,2.91,6.3,15.7,61.5,14.8,1.7,2.90
"직업별",서비스/판매,1.7,5.3,43.8,40.3,8.9,3.50,2.0,5.4,41.8,41.2,9.6,3.51,2.5,12.6,52.3,26.1,6.5,3.22,3.7,16.6,59.2,17.7,2.7,2.99,5.6,15.7,59.3,16.8,2.6,2.95
